route,origin,destination,count,count_cancelled,count_diverted,TOTAL_CARRIER_DELAY,TOTAL_ARR_DELAY,TOTAL_LATE_AIRCRAFT_DELAY,TOTAL_NAS_DELAY,TOTAL_SECURITY_DELAY,TOTAL_WEATHER_DELAY,TOTAL_AVG_CARRIER_DELAY,TOTAL_AVG_ARR_DELAY,TOTAL_AVG_LATE_AIRCRAFT_DELAY,TOTAL_AVG_NAS_DELAY,TOTAL_AVG_SECURITY_DELAY,TOTAL_AVG_WEATHER_DELAY,AA_count,AS_count,B6_count,DL_count,EV_count,F9_count,MQ_count,OO_count,UA_count,US_count,VX_count,WN_count,AA_cancelled,AS_cancelled,B6_cancelled,DL_cancelled,EV_cancelled,F9_cancelled,MQ_cancelled,OO_cancelled,UA_cancelled,US_cancelled,VX_cancelled,WN_cancelled,AA_CARRIER_DELAY,AS_CARRIER_DELAY,B6_CARRIER_DELAY,DL_CARRIER_DELAY,EV_CARRIER_DELAY,F9_CARRIER_DELAY,MQ_CARRIER_DELAY,OO_CARRIER_DELAY,UA_CARRIER_DELAY,US_CARRIER_DELAY,VX_CARRIER_DELAY,WN_CARRIER_DELAY,AA_ARR_DELAY,AS_ARR_DELAY,B6_ARR_DELAY,DL_ARR_DELAY,EV_ARR_DELAY,F9_ARR_DELAY,MQ_ARR_DELAY,OO_ARR_DELAY,UA_ARR_DELAY,US_ARR_DELAY,VX_ARR_DELAY,WN_ARR_DELAY,AA_LATE_AIRCRAFT_DELAY,AS_LATE_AIRCRAFT_DELAY,B6_LATE_AIRCRAFT_DELAY,DL_LATE_AIRCRAFT_DELAY,EV_LATE_AIRCRAFT_DELAY,F9_LATE_AIRCRAFT_DELAY,MQ_LATE_AIRCRAFT_DELAY,OO_LATE_AIRCRAFT_DELAY,UA_LATE_AIRCRAFT_DELAY,US_LATE_AIRCRAFT_DELAY,VX_LATE_AIRCRAFT_DELAY,WN_LATE_AIRCRAFT_DELAY,AA_NAS_DELAY,AS_NAS_DELAY,B6_NAS_DELAY,DL_NAS_DELAY,EV_NAS_DELAY,F9_NAS_DELAY,MQ_NAS_DELAY,OO_NAS_DELAY,UA_NAS_DELAY,US_NAS_DELAY,VX_NAS_DELAY,WN_NAS_DELAY,AA_SECURITY_DELAY,AS_SECURITY_DELAY,B6_SECURITY_DELAY,DL_SECURITY_DELAY,EV_SECURITY_DELAY,F9_SECURITY_DELAY,MQ_SECURITY_DELAY,OO_SECURITY_DELAY,UA_SECURITY_DELAY,US_SECURITY_DELAY,VX_SECURITY_DELAY,WN_SECURITY_DELAY,AA_WEATHER_DELAY,AS_WEATHER_DELAY,B6_WEATHER_DELAY,DL_WEATHER_DELAY,EV_WEATHER_DELAY,F9_WEATHER_DELAY,MQ_WEATHER_DELAY,OO_WEATHER_DELAY,UA_WEATHER_DELAY,US_WEATHER_DELAY,VX_WEATHER_DELAY,WN_WEATHER_DELAY
RIC-DTW,RIC,DTW,53,3,0,50,4,4,4,4,0,20.25,-8.74,7.5,10.5,0,0,,,,,53,,,,,,,,,,,,3,,,,,,,,,,,,20.25,,,,,,,,,,,,-8.74,,,,,,,,,,,,7.5,,,,,,,,,,,,10.5,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RIC-EWR,RIC,EWR,85,12,0,73,25,25,25,25,15,19.76,17.75342466,4.16,40.52,0,0.6,,,,,85,,,,,,,,,,,,12,,,,,,,,,,,,19.76,,,,,,,,,,,,17.75342466,,,,,,,,,,,,4.16,,,,,,,,,,,,40.52,,,,,,,,,,,,0,,,,,,,,,,,,0.6,,,,,,,
RIC-FLL,RIC,FLL,31,0,0,31,4,4,4,4,0,6.75,-1.774193548,31.25,5.25,0,0,,,31,,,,,,,,,,,,0,,,,,,,,,,,,6.75,,,,,,,,,,,,-1.774193548,,,,,,,,,,,,31.25,,,,,,,,,,,,5.25,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,
RIC-IAD,RIC,IAD,26,0,0,26,3,3,3,3,0,39.33333333,-3.461538462,28.33333333,4,0,0,,,,,26,,,,,,,,,,,,0,,,,,,,,,,,,39.33333333,,,,,,,,,,,,-3.461538462,,,,,,,,,,,,28.33333333,,,,,,,,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RIC-IAH,RIC,IAH,57,2,1,54,18,18,18,18,222,27.33333333,21.85185185,24.11111111,25.72222222,0,12.33333333,,,,,57,,,,,,,,,,,,2,,,,,,,,,,,,27.33333333,,,,,,,,,,,,21.85185185,,,,,,,,,,,,24.11111111,,,,,,,,,,,,25.72222222,,,,,,,,,,,,0,,,,,,,,,,,,12.33333333,,,,,,,
RIC-LGA,RIC,LGA,76,14,0,62,29,29,29,29,0,19,22.70967742,20.34482759,15.44827586,0,0,,,,,76,,,,,,,,,,,,14,,,,,,,,,,,,19,,,,,,,,,,,,22.70967742,,,,,,,,,,,,20.34482759,,,,,,,,,,,,15.44827586,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RIC-MCO,RIC,MCO,67,0,0,67,8,8,8,8,416,82.25,13.53731343,5.875,32.125,0,52,,,31,,5,,,,,,,31,,,0,,0,,,,,,,0,,,24,,199,,,,,,,53,,,0.548387097,,77.4,,,,,,,16.22580645,,,0,,23.5,,,,,,,0,,,105,,0,,,,,,,11.75,,,0,,0,,,,,,,0,,,0,,0,,,,,,,104
RIC-MIA,RIC,MIA,5,0,0,5,1,1,1,1,0,24,-5.2,0,0,0,0,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,24,,,,,,,,,,,,-5.2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,
RIC-MSP,RIC,MSP,27,1,0,26,8,8,8,8,0,143.375,40.80769231,0,10.125,0,0,,,,,27,,,,,,,,,,,,1,,,,,,,,,,,,143.375,,,,,,,,,,,,40.80769231,,,,,,,,,,,,0,,,,,,,,,,,,10.125,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RIC-ORD,RIC,ORD,171,17,1,153,57,57,57,57,889,20.36842105,23.49019608,17.24561404,25.66666667,0,15.59649123,,,,,60,,83,,28,,,,,,,,3,,14,,0,,,,,,,,11.45454545,,7.892857143,,98.28571429,,,,,,,,18.78947368,,23.48529412,,33.07142857,,,,,,,,14.36363636,,23.82142857,,0,,,,,,,,25.95454545,,30.78571429,,4.285714286,,,,,,,,0,,0,,0,,,,,,,,6.454545455,,11.25,,61.71428571,,,
ROA-ATL,ROA,ATL,115,3,0,112,16,16,16,16,191,19.25,4.142857143,46.6875,10.5,0,11.9375,,,,27,88,,,,,,,,,,,0,3,,,,,,,,,,,16.33333333,19.92307692,,,,,,,,,,,0.296296296,5.364705882,,,,,,,,,,,0,57.46153846,,,,,,,,,,,23,7.615384615,,,,,,,,,,,0,0,,,,,,,,,,,63.66666667,0,,,,,,,
ROA-IAD,ROA,IAD,4,0,0,4,1,1,1,1,0,0,13.25,78,0,0,0,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,13.25,,,,,,,,,,,,78,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ROA-ORD,ROA,ORD,21,1,0,20,5,5,5,5,0,16.6,6.35,0,18,0,0,,,,,21,,,,,,,,,,,,1,,,,,,,,,,,,16.6,,,,,,,,,,,,6.35,,,,,,,,,,,,0,,,,,,,,,,,,18,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
ROC-IAD,ROC,IAD,49,0,0,49,13,13,13,13,0,24.38461538,20.24489796,56.76923077,7.230769231,0,0,,,,,49,,,,,,,,,,,,0,,,,,,,,,,,,24.38461538,,,,,,,,,,,,20.24489796,,,,,,,,,,,,56.76923077,,,,,,,,,,,,7.230769231,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
RSW-DCA,RSW,DCA,124,3,0,121,21,21,21,21,83,9.333333333,5.504132231,45.0952381,11.61904762,0,3.952380952,,,36,,,,,,,57,,31,,,1,,,,,,,2,,0,,,2,,,,,,,13,,7.5,,,4.371428571,,,,,,,12.34545455,,-5.35483871,,,66,,,,,,,45.75,,17,,,3.6,,,,,,,16.58333333,,6.75,,,0,,,,,,,0,,0,,,16.6,,,,,,,0,,0
RSW-IAD,RSW,IAD,26,0,0,26,4,4,4,4,0,2,19.38461538,151.5,18.75,0,0,,,,,,26,,,,,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,,,19.38461538,,,,,,,,,,,,151.5,,,,,,,,,,,,18.75,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
SAN-IAD,SAN,IAD,89,1,1,87,14,14,14,14,6,5.428571429,6.965517241,62.5,7.571428571,0,0.428571429,,,,,,,,,62,,,27,,,,,,,,,1,,,0,,,,,,,,,6,,,4,,,,,,,,,5.666666667,,,9.851851852,,,,,,,,,60.6,,,67.25,,,,,,,,,4.7,,,14.75,,,,,,,,,0,,,0,,,,,,,,,0,,,1.5
SAV-IAD,SAV,IAD,61,2,0,59,14,14,14,14,0,7.214285714,8.576271186,17.07142857,26.07142857,0,0,,,,,61,,,,,,,,,,,,2,,,,,,,,,,,,7.214285714,,,,,,,,,,,,8.576271186,,,,,,,,,,,,17.07142857,,,,,,,,,,,,26.07142857,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
SDF-IAD,SDF,IAD,12,0,0,12,1,1,1,1,0,0,-5.666666667,19,0,0,0,,,,,12,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,-5.666666667,,,,,,,,,,,,19,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
SEA-DCA,SEA,DCA,58,0,0,58,11,11,11,11,0,8.454545455,-1.775862069,12.09090909,10.54545455,0,0,,58,,,,,,,,,,,,0,,,,,,,,,,,,8.454545455,,,,,,,,,,,,-1.775862069,,,,,,,,,,,,12.09090909,,,,,,,,,,,,10.54545455,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,
SEA-IAD,SEA,IAD,40,0,0,40,6,6,6,6,0,3.666666667,9.65,100,2.833333333,0,0,,,,,,,,,40,,,,,,,,,,,,0,,,,,,,,,,,,3.666666667,,,,,,,,,,,,9.65,,,,,,,,,,,,100,,,,,,,,,,,,2.833333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
SFO-DCA,SFO,DCA,62,0,0,62,17,17,17,17,90,23.52941176,6.64516129,3.882352941,4.647058824,0,5.294117647,,,,,,,,,31,,31,,,,,,,,,,0,,0,,,,,,,,,,41.44444444,,3.375,,,,,,,,,,10.74193548,,2.548387097,,,,,,,,,,7.333333333,,0,,,,,,,,,,1.333333333,,8.375,,,,,,,,,,0,,0,,,,,,,,,,1.777777778,,9.25,
SFO-IAD,SFO,IAD,254,1,1,252,41,41,41,41,75,18.58536585,5.154761905,26.73170732,8.731707317,0,1.829268293,,,,,,,,,192,,62,,,,,,,,,,1,,0,,,,,,,,,,17.20689655,,21.91666667,,,,,,,,,,3.963157895,,8.806451613,,,,,,,,,,30.51724138,,17.58333333,,,,,,,,,,9,,8.083333333,,,,,,,,,,0,,0,,,,,,,,,,0,,6.25,
SJU-DCA,SJU,DCA,31,1,0,30,7,7,7,7,0,18.14285714,7.8,18.71428571,3.142857143,0,0,,,31,,,,,,,,,,,,1,,,,,,,,,,,,18.14285714,,,,,,,,,,,,7.8,,,,,,,,,,,,18.71428571,,,,,,,,,,,,3.142857143,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,
SJU-IAD,SJU,IAD,18,0,0,18,7,7,7,7,0,15,28.16666667,62.14285714,5.142857143,0,0,,,,,,,,,18,,,,,,,,,,,,0,,,,,,,,,,,,15,,,,,,,,,,,,28.16666667,,,,,,,,,,,,62.14285714,,,,,,,,,,,,5.142857143,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
SLC-DCA,SLC,DCA,57,0,0,57,8,8,8,8,0,34.75,-1.122807018,4.125,11.875,0,0,,,,57,,,,,,,,,,,,0,,,,,,,,,,,,34.75,,,,,,,,,,,,-1.122807018,,,,,,,,,,,,4.125,,,,,,,,,,,,11.875,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,
SMF-IAD,SMF,IAD,5,0,0,5,,,,,,,-7.4,,,,,,,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STL-DCA,STL,DCA,87,3,0,84,15,15,15,15,0,28.66666667,3.44047619,17.33333333,1.133333333,0,0,,,,,,,,,,,,87,,,,,,,,,,,,3,,,,,,,,,,,,28.66666667,,,,,,,,,,,,3.44047619,,,,,,,,,,,,17.33333333,,,,,,,,,,,,1.133333333,,,,,,,,,,,,0,,,,,,,,,,,,0
STL-IAD,STL,IAD,9,0,0,9,1,1,1,1,0,40,-0.888888889,8,6,0,0,,,,,6,3,,,,,,,,,,,0,0,,,,,,,,,,,40,,,,,,,,,,,,1.833333333,-6.333333333,,,,,,,,,,,8,,,,,,,,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
STT-IAD,STT,IAD,21,0,0,21,6,6,6,6,17,39.83333333,21,53,1.5,0,2.833333333,,,,,,,,,21,,,,,,,,,,,,0,,,,,,,,,,,,39.83333333,,,,,,,,,,,,21,,,,,,,,,,,,53,,,,,,,,,,,,1.5,,,,,,,,,,,,0,,,,,,,,,,,,2.833333333,,,
SYR-IAD,SYR,IAD,17,0,0,17,4,4,4,4,0,0.5,7,0,44.5,0,0,,,,,17,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,,,,,,,,7,,,,,,,,,,,,0,,,,,,,,,,,,44.5,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
TPA-DCA,TPA,DCA,244,6,1,237,28,28,28,28,0,37.03571429,0.789029536,21.75,18.28571429,0,0,,,67,,,,,,,115,,62,,,2,,,,,,,4,,0,,,71,,,,,,,32.5,,9.875,,,5.6,,,,,,,-0.918181818,,-1.225806452,,,8.625,,,,,,,18.58333333,,39.625,,,28.5,,,,,,,12.16666667,,17.25,,,0,,,,,,,0,,0,,,0,,,,,,,0,,0
TPA-IAD,TPA,IAD,105,3,0,102,22,22,22,22,20,12.27272727,2.156862745,21.54545455,9.863636364,0,0.909090909,,,,,,16,,,89,,,,,,,,,1,,,2,,,,,,,,,19.66666667,,,9.5,,,,,,,,,17.2,,,-0.436781609,,,,,,,,,21,,,21.75,,,,,,,,,9.666666667,,,9.9375,,,,,,,,,0,,,0,,,,,,,,,0,,,1.25,,,
TUL-IAD,TUL,IAD,5,0,0,5,,,,,,,-13.4,,,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYS-IAD,TYS,IAD,17,1,0,16,7,7,7,7,0,58.14285714,31.5625,22.42857143,4.428571429,0,0,,,,,17,,,,,,,,,,,,1,,,,,,,,,,,,58.14285714,,,,,,,,,,,,31.5625,,,,,,,,,,,,22.42857143,,,,,,,,,,,,4.428571429,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
UST-IAD,UST,IAD,3,0,0,3,1,1,1,1,0,17,3,0,1,0,0,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
GRR-IAD,GRR,IAD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
